text,labels,id,created_at
AAP ow risk with a tight stop here however would like to see this one get some follow through (today) to better confirm.,1,,
Delivery will start immediately in June 2008 and will be completed in 2008 .,0,,
Even the charts can seem to hold the extreme valuation level of small-caps right now. #stocks #markets #economy #investing #financialservices https://t.co/ipeNTciiE1,,503861.0,2020-06-11 13:15:48+00:00
Marshall Wace LLP short position in DOMINO'S PIZZA GROUP PLC up 0.13% to 0.65% #DOM $DOM #LSE #StockMarket #Stocks #Shares #Business #Markets #Trading #News #Investing #Short https://t.co/vM411LdLkR,,568569.0,2020-06-18 15:47:05+00:00
Trndg ↗  $BE $BLDP $VRML $CAPR $WES $OIS $HOME $NBR website @ https://t.co/qoX93bHMvo #DayTrading #stocks #stockstotrade,,481269.0,2020-06-10 17:00:02+00:00
"`` Several growth initiatives in the chosen geographic areas are already ongoing , '' it continued , noting Lindex opened its first store in the Czech Republic this autumn in Brno .",1,,
"According to Rautaruukki , the company wants to promote the use of emission-free energy sources .",0,,
The adjustments concern staff in both the Specialty Papers and the Fiber Composites segments .,0,,
4 Stocks to Buy If the Market Crashes Again https://t.co/evgC9S1YgM $MTN $SPCE $MGM $DIS,,555716.0,2020-06-17 14:52:02+00:00
RT @allstarcharts: highest close ever for Communication Stocks $IXC $XLC $GOOG $FB $NFLX $ATVI $EA https://t.co/LHkvoIxRiN,,859263.0,2020-07-11 12:43:18+00:00
"The broker has initiated both Palfinger AG and Konecranes OYJ with ` buy ' recommendations , with 51 and 42 eur price targets respectively .",1,,
"A downloadable instruction sheet , instructional video , and project ideas for the award-winning Everywhere Punch TM Window System can be found at www.fiskars.com .",0,,
SunTrust Banks Reaffirms Buy Rating for Zillow Group $ZG https://t.co/76VDEapnFO #stocks,,325259.0,2020-05-08 10:27:40+00:00
Prompts include showing investors the potential tax liability of a trade and the potential cost in terms of lost reâ€¦ https://t.co/02HjAdaHgm,-1,,
TEC www.short-term-stocktrading.com Mar6 decent trade in TEC today:  ,1,,
"Helsinki 19 May 2010 - Finnish company Lemminkainen Oyj ( HEL : LEM1S ) said today that it will construct an office building at Toolonlahti in downtown Helsinki , without disclosing financial details .",0,,
"RT @TheDailyInvest2: As I added to my Pepsi position yesterday, it is crazy how things come full circle.

At 26, I began investing.
At 16,…",,297217.0,2020-05-06 13:56:10+00:00
`` It allows the young child to move forward with his life . '',1,,
RISING costs have forced packaging producer Huhtamaki to axe 90 jobs at its Hampshire manufacturing plant .,-1,,
Pohjola will act as the manager of the issue and the bond will be listed on NASDAQ OMX Helsinki Ltd. .,0,,
COH 52w low...,-1,,
"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .",-1,,
"Also in Latvia , we act as a partner for bakery customers in both production and product development .",0,,
Glade I'm fully hedged and then some with MCP 7 puts for this friday. I think I'll just settle and be done with this trade,-1,,
`` The trend in the sports and leisure markets was favorable in the first months of the year .,1,,
AAP is dead. No 2 ways about it.,-1,,
Operating loss increased to EUR 17mn from a loss of EUR 10.8 mn in 2005 .,-1,,
$NLSN $VIAC $DIS - Media giants to miss out on out-of-home ratings boost https://t.co/BFbsP42Mfh,positive,848438.0,2020-07-10 13:18:07+00:00
The solvency capital ratio of both companies was 2.7 times the solvency limit .,0,,
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",1,,
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",0,,
The objective of the planned measures is to achieve significant savings in the next few years .,1,,
Can all of fintwit team up and collectively short the piss out of Exxon? We need to digitally hold hands and do this $XOM,,127206.0,2020-04-20 18:30:34+00:00
Finnish office supplies and computer accessories dealer Beltton-Group Plc said its net profit rose to 1.3 mln euro ( $ 1.7 mln ) in 2006 from 1.13 mln euro ( $ 1.5 mln ) in 2005 .,1,,
"Available #onhand #stocks of REGULAR #CYTOKIT text me at 09653052991  

 #pampalaglag #cytotec #cytoteckit #abortion #mifepristone #misoprostol #abortionpills #abortionphilippines #cytotecphilippines #cytokitphilippines 09653052991 :) https://t.co/7azgTj5r47",neutral,252986.0,2020-04-29 06:48:21+00:00
out of FOS short for now as it tests its 50DMA awesome trade up 4 2 days,-1,,
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",1,,
The purchase price was not disclosed .,0,,
CF taking some off here close to 19150,1,,
AEP Over 45.20  ,1,,
BIOS taking some off here,1,,
"RT @permabear_uk: $MSFT broke a new historic high, settling +0.8% to $189.80. A day for Nadella and team to celebrate. @petenajarian https:…",positive,488741.0,2020-06-10 07:56:11+00:00
News 👨🏼📖 @facebook 🐳: Zuckerberg Loses $7B as Firms Boycott Facebook Ads https://t.co/J1jAPklIrS #TechNews $FB #facebook #Technology #tech https://t.co/MlcbhTLsYx,,685467.0,2020-06-27 07:26:11+00:00
ADM #Food #Archer Daniels Midland #breakout!  ,1,,
Sponda Plc Stock Exchange Release 5 December 2006 at 15.45 EUR 1.5 BILLION SYNDICATED CREDIT FACILITY FOR SPONDA Sponda has signed an agreement for a one-year syndicated credit facility for a total of EUR 1.5 billion .,1,,
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,-1,,
i had a price alert go off for WWW while off the desk.,-1,,
"RT @Utsava4: New video. Trump revolutionaries medicine. Patriots are in control. #PrinceAndrew,#Queen,#Hanx,#BTC,#Stocks. I predict BTC pri…",,233008.0,2020-04-28 12:05:27+00:00
"INO Wow, nice accumulation today, heavy...",1,,
"State Bank Of India To Buy Rs 7,250-Crore Yes Bank Shares
https://t.co/ch0ofBg0oS",1,,
"Stora Enso , a global paper , packaging and wood products company , and Neste Oil , a Finnish company engaged in the refining and marketing of oil , have inaugurated the demonstration plant at Varkaus , Finland for biomass to liquids production utilizing forestry residues .",0,,
Check which story for #DowJones has the highest score $V $MMM $MCD https://t.co/8zP8MKc2dK https://t.co/uc6PfL9S6o,positive,391857.0,2020-06-02 04:27:17+00:00
"🤝 $NVDA $INTC 
Intel and Nvidia turn Merger Monday into a blockbuster sequel https://t.co/wbo0P82pEy https://t.co/y5Q3g9mWq3",negative,264518.0,2020-05-04 20:00:54+00:00
"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",0,,
AAP we are long 445 and mostly thru call ratio back spreads 2 to 1 ratio 460/440,1,,
The goal will be achieved via organic growth possibly supplemented by acquisitions .,0,,
The prices of stainless steel also rose in Europe .,0,,
"I know #Lord
everyone in the market are truly screwed up
They have $WMT bright ass #green knowing its Global Procurement Offices are in Communist China
and $AMZN bright ass #red and it ain't even retail
being that 1975 was last US trade surplus
@washingtonpost needs to speak out.",,796678.0,2020-07-07 16:01:26+00:00
MEA SI MACD and KDJ are saying it's still not time to here. Monitoring stricly for an entry point lower,-1,,
"It's better to be successful &amp; sleep only then, than sleep now &amp; never succeed. Take our FREE online courses &amp; learn to trade the stock market to earn extra income! DM us for info 📲 #learntotradestocks #enrichinglives #stockmarket #stocks #investing #trading #toenrichlives https://t.co/6kDMrkLxEg",,910355.0,2020-07-15 19:15:30+00:00
AN taking more off,1,,
would really appreciate a 3% gap up tomorrow $aapl,,288834.0,2020-05-05 02:18:35+00:00
$FB puts gonna slap today,positive,707411.0,2020-06-29 11:34:26+00:00
"SAT like it over 2.75, needs vol",1,,
"The corresponding increase in the share capital due to these subscriptions with the warrants , in total EUR 1,860.74 , was registered with the Finnish Trade Register on January 4 , 2008 .",0,,
Aspocomp intends to set up a plant to manufacture printed circuit boards with an investment of Rs310 crore .,0,,
Fiskars will be undertaking community projects throughout the UK and they are also on the lookout for local volunteers who are interested in helping out with the selected restoration projects .,0,,
This cubed👇 $SPX https://t.co/IkKCrQrdLz,,386950.0,2020-06-02 15:16:09+00:00
"https://t.co/4qChgeutY2

#Bank #Stocks getting Whipsawed...
https://t.co/V1711As1Lh",,496772.0,2020-06-11 18:49:25+00:00
Scaling some AMZN puts 02/15 puts bot at 1.2 at 2.50,-1,,
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-£323-£6201 USA .",0,,
VNG was so nice so quick almost too quick but not fast enough nailed 3.10+ sells still holding some looks great -everyone will love it now,1,,
"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance .",0,,
Customers in a wide range of industries use our stainless steel and services worldwide .,0,,
GTAT Holding 50SMA. ooks like the stock could try and take a trip to 3.62 if volume comes in.  ,1,,
"💪 Wall St Solver Power Rankings 💪
🥇 $AAPL ▪️ Apple Inc.
🥈 $TSLA ▪️ Tesla Inc
🥉 $MSFT ▪️ Microsoft Corporation
Rankings ➡️ https://t.co/Kwu6r1EkES
https://t.co/Kwu6r1EkES",neutral,847698.0,2020-07-10 13:52:28+00:00
"Buying V on any and all pullbacks.  Doubled since IPO, expecting another double sooner than later",1,,
"TIVO holding well above MA(50) 11.60 this morning, I believe it is a long setup",1,,
"Sensex rebounds 2,050 points from day’s low to touch 31,400, Nifty back above 9,000 as markets resume trading #Sensex #Nifty #MarketUpdates",1,,
"RT @SusanLiTV: RECORD high 📈
#Apple
#Amazon 
#Facebook 
#Microsoft 

Meantime $aapl microchips 📲in the new 🖥#macs? 🤔 bad news for #Intel

#…",,460071.0,2020-06-09 23:33:37+00:00
"Green Daily Triangle on MH,....Scaling Down  ",-1,,
Can the AAP iPad escue a Struggling American Education System?  ,1,,
"Green Monthly Triangle on CHTP,.....Net Profit 11,664.75 (115.73%)  ",-1,,
Approval by shareholders of Cencorp in accordance with Finnish law .,0,,
BAC Home SAles Out VEY GOOD !!!! :)  ,1,,
"The total scholarship amount was 40,000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations .",0,,
RT @ray_hessel: @pidan @rolltide4life17 @fitz_keith @cvpayne @JennaEllisEsq @laurenfix @JillianKayM @rebeccawalser @DavidANicholas @dietzep…,,666562.0,2020-06-26 20:08:03+00:00
CMCSA Will gap open higher; No idea where 2 enter. Would love 2 get in at 40.28 but may not get it.  ,1,,
"Sensex ends 3,935 points lower, Nifty settles at 7,610 as markets take 13% hit after a day's breather amid coronavi… https://t.co/DZP6sUya4V",-1,,
PPHM  Going down to 0.69 ouch...,-1,,
"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .",-1,,
"RT @NorthmanTrader: I repeat: The Fed is recklessly distorting everything.
$JNK $SPX https://t.co/fDHaY5MKUW",,15887.0,2020-04-10 17:42:34+00:00
Finnish-Swedish Stora Enso does not understand the decision issued by a federal judge in Brazil concerning Stora Enso 's associated pulp company Veracel .,-1,,
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",1,,
"Oracle $ORCL Has An Excellent #Fundamental Analysis Score (FA Score). Check various FA Indicators' value, score, 5-year chart like P/E, P/B, P/S, D/E, ROE, ROA, ROIC, Gross Margin, EBITDA, etc #stocks #stock #StockMarket #Investment #investing https://t.co/B7BWRcEdMH https://t.co/4muPEeotKh",,877243.0,2020-07-13 16:44:16+00:00
user: AAP Is there such a thing as a long squeeze? if you have a tight covered call,1,,
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",0,,
"The company plans to close two of the three lines at the plant , where some 450 jobs are under threat .",-1,,
"$JNJ cuts price of #TB drug bedaquiline in poorer countries 

@MSF_access says the new price of about $1.50 per day should be cut further and extended to more countries. 

Story from @KalyaniManogna
 
https://t.co/CTJFLFYyGy",,780566.0,2020-07-06 17:49:05+00:00
"RT @TPR_com: Geocentric and Heliocentric Bradley Indices │ Turning Points April - May 2020 
#AstroTrading $ES #stocks #ES_F $SPX $DJI $SPY…",,87466.0,2020-04-16 13:55:32+00:00
"RT @thequ4nt: $DIS @Disney Fourth of July Live @ResortTV1 https://t.co/9ydNBoTUZY

#4thofJuly2020 #4thofJuly #July4th 

#Election2020 https…",,775646.0,2020-07-05 02:12:21+00:00
"AAP - fired sell signal on hourly, targets 435 area - just shorted it",-1,,
$1.45 Billion in Sales Expected for Regions Financial Corp $RF This Quarter https://t.co/NJHsgdGKpA #stocks,,75825.0,2020-04-15 05:13:45+00:00
"In a sign of receding tensions in international finance, the cost to borrow dollars against other currencies marketâ€¦ https://t.co/VAvMRmY3cR",-1,,
NFX - next resistance level is at 110  ,1,,
"$NFLX #Netflix #Options #maxpain Chart, Open Interest Chart Update #OptionsTrading #OptionsFlow #optionstrade #optiontrading #stocks #stock #StockMarket #Investment #investing #invest #investor #investors #UOA https://t.co/Jj64hrH1R3 https://t.co/oZDaQ1WZC7 https://t.co/ZNiAMQlMeB",,806782.0,2020-07-08 22:30:45+00:00
"$TWTR $FB 

https://t.co/8ZsZjeBsJk",neutral,336005.0,2020-05-28 21:28:47+00:00
AAP no buyers and no sellers less than 1M shares in the last  2 hours,1,,
"RT @WilliamNextLev1: If Joe Biden becomes President, and u make say +$100,000 from trading/investing, you will owe $40,000 to $50,000 of it…",,822516.0,2020-07-09 22:29:19+00:00
"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 .",0,,
"To achieve synergy targets related to the acquisition , Vaisala is consolidating its manufacturing , depot and data services , and finance activities currently located in Uniontown , Pennsylvania , St. Louis , Missouri and Durham , North Carolina .",0,,
H broke support today and may drop out of the channel tomorrow... if it does watch out.,-1,,
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011 .,1,,
"RT @i_Know_First: Options Forecast Based on Deep Learning: Returns up to 46.16% in 7 Days https://t.co/96zs0QJGXb

$CAR $SAVE $ARNC $UAL $L…",,409343.0,2020-06-04 20:33:54+00:00
Should Investors Take a Chance on Biogen? @themotleyfool #stocks $BIIB $RHHBY $NVS $MYL $VIR https://t.co/onV0jqcD6x,,23452.0,2020-04-11 15:25:33+00:00
Profit for the period was EUR 15.6 mn compared to EUR 14.1 mn in 2007 .,1,,
"Ramco systems is a falling knife⬇️⬇️⬇️

Will go back to where bigbull Kedia entered it..

Next level for buying is 70-75.

#Stock2020 #stockmarkets #stocks",positive,589995.0,2020-06-19 04:23:52+00:00
Watch 19.50 for EXP ahead of an expected earnings beat next week  ,1,,
"$SOLO $FUV $KNDI looking to close strong!  Keeping $BLNK on watch for more as well, part of the EV charging space

#daytrading #stocks https://t.co/zWltVmWeYq",,698754.0,2020-06-29 19:34:43+00:00
"YHOO buying on the dips,  ",1,,
This Cybersecurity Play Is Winning @themotleyfool #stocks $PANW https://t.co/Lfyko8pNG8,,355622.0,2020-05-29 12:45:18+00:00
"RT @ManiaMarkets: Perf YTD:

Gold miner ETF beats Tech faves &amp; Apple in 2020

$QQQ 20.70%
$AAPL 26.92%
$GDX  28.86%
$PAAS 27.14%
$AUY   40%",neutral,808105.0,2020-07-08 20:34:09+00:00
V - On watch for tomorrow.   ,1,,
Paypal $PYPL Price Target Cut to $131.00 by Analysts at Citigroup https://t.co/8GQH8htrYC #stocks,,999.0,2020-04-09 21:40:40+00:00
BAC New ow of Day 12.20.Broken --> 12.18,-1,,
Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .,0,,
CEE 30 min O updated - nice trigger early on 11:15AM   ,1,,
Forgot to show logs since its super easy to on $INTC.  Also if I dont show closing logs on some plays probably means I can't get out. Like the $LUV play. Just not even a bid on that butterfly. https://t.co/susL8eBX1Y,,186725.0,2020-04-24 15:52:46+00:00
$UVXY making a comeback and $AAPL dumping up 3 points in that now https://t.co/sgB7kbi6D1,negative,716504.0,2020-06-30 17:12:15+00:00
RT @GregaHorvatFX: SP500 recovering more than 50% of corona-decline . The important zone not so far away.  #fibonacci https://t.co/NVv2TdeW…,,27620.0,2020-04-12 20:07:52+00:00
Check out today's Journal podcast on how corporate debt may be the next coronavirus financial crisis https://t.co/OmWrLIc6JN,-1,,
AFFY un to DOBE continues,1,,
ONTY looks poised for bounce from bottom. SI starting to turn up & MACD is crossing up its signal  ,1,,
"Profit before taxes decreased by 9 % to EUR 187.8 mn in the first nine months of 2008 , compared to EUR 207.1 mn a year earlier .",-1,,
RT @BerkshireCapGrp: MEDH NICE CHURNING TODAY. LOTS OF BIG THINGS ENROUTE HERE TRADERS. WE ARE LOOKING FOR .10+++ CENTS FIRST PRICE TARGET.…,,926910.0,2020-07-16 19:27:41+00:00
"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added .",0,,
@axelroark You should see the negative divergence on $AMZN... speaking of overstaying your welcome.,negative,865666.0,2020-07-12 17:23:03+00:00
"Its main business area , the Glass Machinery Group of Glaston Technologies , is the global market leader in glass processing machines .",1,,
user Nice! Color me an INTC bull as well!,1,,
"`` Nokia 's Calling All Innovators Africa competition has been specifically launched to enable developers to create locally relevant , best-of-breed mobile applications . ''",1,,
user: user AAP didn't rally 10 in 10 minutes just because it hit a buy target sorry Oh why did it then?,1,,
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",1,,
The new shares will provide the shareholders with full shareholder rights .,0,,
As a result some 20 persons will no longer be needed .,-1,,
Did you like my IBM calls and GOOG calls from last night?,1,,
Renesas Mobile Europe Ltd has approximately 470 employees in Oulu .,0,,
Finnish paper maker UPM-Kymmene Corp. on Monday announced the sale of its wrapping unit Walki Wisa to the CapMan investment group in a move to further concentrate on its core business .,0,,
"FOD cover at 3.93,....net profit 1,571.00,...ugly triangle, no more with FOD",-1,,
"As the world leaders in developing UV technology for municipal wastewater , drinking water , and industrial water treatment systems , Trojan Technologies was a logical partner in providing W+Ærtsil+Æ with UV technology for ballast water treatment .",0,,
The effect of the savings will be noticeable as of the beginning of 2010 .,1,,
NVDA 4 hour - love to see the vol explode.   ,1,,
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,1,,
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",-1,,
"$SPX 
only 40% gain - small
still just watching..just crazy..",positive,231110.0,2020-04-28 14:04:21+00:00
"@HedgeyeTech $Msft stores shutdown is a tactical move which may change next few years. Election outcomes &amp;, #coronavirus vaccine outcomes will drive their decision to re-establish stores. 

Besides the AI they have on everyone's laptop is giving them so much intel about individuals!",,722417.0,2020-06-30 11:26:49+00:00
"RT @TalkzStocks: More than 500,000 people have died from coronavirus worldwide as infections continue to surge

#StockMarket #Economics $SP…",,710418.0,2020-06-29 01:30:41+00:00
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",-1,,
Analyst: XRP’s inability to rally as many altcoins go parabolic is a “remarkable” feat https://t.co/QIcOlJQqQ9 #crypto #blockchain #investing #stocks,,916609.0,2020-07-15 13:02:18+00:00
NFX more off here,1,,
Feed companies Suomen Rehu and Raisio do no import GMO feed .,0,,
FT Still buyable here with the rising channel as a stop (69)  ,1,,
"A local waste management company , Turun Seudun J+Ætehuolto , has planned to set up a 150,000 tonne waste-burning facility .",0,,
"RT @Northst18363337: Watch the #Dollar very closely for a drop below 96, then 94.5 #gold #silver #preciousmetals #fintwit #GDX #HUI #GDXJ #…",,919459.0,2020-07-15 08:10:13+00:00
SEV nicely green on red market,1,,
"AA BA HD Top + Dow Jones: Alcoa (+0,84%) & Boeing (+0,54%)",1,,
The company 's strength is its Apetit brand .,1,,
"The inaugural speech will be given by Hannu Kyrolainen , Finland 's Ambassador to the Czech Republic .",0,,
"#NIFTYPHARMA 9382 HIGH TESTED RESISTANCE

CROSSING AND SUSTAINING 9400 LEVELS ARE KEY

LOOKING DIFFICULT LETS SEE

#TECHNICALANALYSIS #MARKET #STOCKS #NIFTY https://t.co/VxBbvumkgG",,75204.0,2020-04-15 06:58:13+00:00
"AMPE,...sell short at 4.48,  scaling",-1,,
RT @Northst18363337: Anyone who doesn't think gold is in a bull market. I posted the breakouts last year - open your eyes. All time highs a…,,188445.0,2020-04-24 14:17:34+00:00
"user: GOOG put options at 8 year high, interesting",-1,,
user: AAP How will smaller margins and higher wages and unions help apple?,-1,,
Six years ago apple introduced the iPhone to the world. Do you remember where you were? aapl #sixyearsold,1,,
UnitedHealth Group $UNH Price Target Raised to $357.00  https://t.co/2dL5wCoEUd,positive,928299.0,2020-07-16 17:50:52+00:00
"Honkarakenne also decided yesterday to sell 88,500 of its B series shares to key staff members for EUR2 .9 per share .",0,,
DHI Group $DHX Price Target Cut to $4.25 by Analysts at B. Riley https://t.co/iVhKwDicqV #stocks,negative,326699.0,2020-05-08 05:04:08+00:00
RT @TradeOutLoud: $AAPL PT RAISED TO STREET HIGH $450 FROM $425 AT WEDBUSH,,885407.0,2020-07-13 10:29:04+00:00
"ASTX looking very strong, I would like to see a pullback staying above 4 to re-enter   ",1,,
XEC out 1/4 of short +1,-1,,
"To ensure low operational cost for radio networks , the BTS modules can be configured , software upgraded and diagnosed remotely .",1,,
"Sensex, Nifty Likely To Open On Positive Note Today
https://t.co/S9ZrtxeUpw",1,,
AAP 200? user could buy it w/ his V with 137 cash in the bank!  give me some of her  kool-aide #mediawhore,1,,
"(given general negative bias when it comes to NVDA, one has to read between the lines with user )",1,,
"RT @winstapro: $ES_F Great work! If $ES_F holds 3170 then I will be holding longs over the weekend. HAGW!  

PS: We are long from 3140. Boo…",,857694.0,2020-07-11 16:03:34+00:00
"March Exports Shrink, Outlook Grim As Coronavirus Hits Demand
https://t.co/jAFHsoxUfJ",-1,,
RT @VolatilityWiz: $AMZN Bezos might be a trillionaire by Prime Day.,neutral,782597.0,2020-07-06 15:41:07+00:00
RT @ProRealCode: Bollinger Bands with linear regression https://t.co/8g1u2XQloK #prorealtime #trading #markets #stockmarket #trader #stocks…,,913314.0,2020-07-15 15:47:03+00:00
user: M Patent Could pset  AAP. ong in M after beating 7.97. Stoploss 7.86  ,1,,
"NKD and SINA are two breakout stocks on watch list for today.  Buy high, sell higher!",1,,
HPQ Option traders buy 10k Aug 13P at .78. 780k bet stock will be below 13 by Aug expiration. Could be a stock hedge,-1,,
"RT @AndrewThrasher: [New Post] Why Volatility Suggests Further Equity Weakness May be In Store
$VIX $SPX 
https://t.co/phvswBTBHu",negative,190173.0,2020-04-24 12:26:44+00:00
"RT @randal_olson: Last week's stock market volatility in 30 seconds. #investing #stocks #trading

#dataviz source: https://t.co/5wlx6FoWTV…",,509561.0,2020-06-13 17:56:24+00:00
"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",1,,
FOS  bullish engulfing.,1,,
"In August , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , Lithuania .",0,,
$XOM Daily chart https://t.co/Ap4oVkSHKB,,415801.0,2020-06-04 12:32:51+00:00
"order flow is weak but $AAPL strong, in AAPL 360c",,543170.0,2020-06-16 13:42:24+00:00
"The company , employing 6,400 , reported net sales of 620 mln euro $ 823.2 mln for 2006 .",0,,
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,-1,,
"Finnish drug distributor and wholesaler Oriola-KD Oyj said on October 11 , 2006 it named Anne Kariniemi vice president of its Logistics and Sourcing department as of January 15 , 2007 .",0,,
"user: With egal eserves ow, Bank of America Faces a Big awsuit  >> = Big BS ! BAC",1,,
"RT @eWhispers: #earnings season begins 

https://t.co/lObOE0dgsr 

$JPM $PEP $NFLX $WFC $DAL $DPZ $C $BAC $UNH $JNJ $FAST $GS $ABT $FRC $TS…",,864145.0,2020-07-12 21:01:28+00:00
"For investors, the alternative to becoming an epidemiologist is to assume the worst and find investments that can râ€¦ https://t.co/Z5RaeEVzeP",-1,,
"Short Interest in Schnitzer Steel Industries, Inc. $SCHN Decreases By 23.8% https://t.co/gHMVo5NRFB #stocks",,233732.0,2020-04-28 10:58:38+00:00
"Coronavirus-Induced Weakness In Rupee To Linger In Near Term: Poll
https://t.co/Oc1IPIbfVh",-1,,
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",0,,
$XOM breaking out https://t.co/pdCbo8y4pv,negative,394946.0,2020-06-03 20:43:06+00:00
"user: AAP Does TC look like a B**CH? Then why did you try to short him like one?  Funny, but he sort of does.. IMHO",1,,
FCX if it can go over 32.83 it will go gangnam style.,1,,
"Operating income was EUR -24.9 mn , including EUR 15.3 mn of restructuring expenses .",0,,
user: AMZN over 263 has a Measured Move to 307  ,1,,
"According to Atria 's President and CEO Matti Tikkakoski , the company 's Swedish operations significantly improved in the first quarter .",1,,
Majority of eading Stocks regularly lag NQ_F & ES_F on strong up days.  AMH QCOM KS GS SSYS KBH FT GOOG,-1,,
CTIC MYX - keeping close eye on both for volume surges up - don't miss the boat will go fast,1,,
MacroView: Is The 'Debt Chasm' Too Big For The Fed To Fill?. https://t.co/cWD7WHtyzT #stocks #markets #trading,,23773.0,2020-04-11 14:37:36+00:00
"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company .",0,,
The German subsidiary will produce software development services for Ixonos Telecommunications Business Unit 's client projects .,0,,
RT @RedDogT3: $spx got rejected at 3153 and failed to hold 3120 now watch 3073 and remember your sell rules https://t.co/BWrtVCzsx8,,582278.0,2020-06-19 16:28:41+00:00
"RT @MattEganCNN: ""This is when people, customers, employees will remember how we acted,"" @Verizon CEO @HansVestberg tells @CNNBusiness:
 
h…",,898312.0,2020-07-14 14:22:38+00:00
IDEX -From what I hear they are a US firm Co. why was the CEO the only person to attend Bell Ceremony? This company is reminding me of LK only 2 people showed up for there opening I'm just saying something is fishy too many unanswered questions. #idex #IDEXFAMILY #stocks #gnus https://t.co/GcPkhaB0Q5,negative,691238.0,2020-06-28 16:22:01+00:00
The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .,0,,
AMZN - still in its uptrend motion. Buy dips.  ,1,,
The manufacturing will begin in Pietarsaari in the beginning of the year 2009 and the delivery will take place in October 2009 .,0,,
Her present position is the director of Stockmann 's international department stores .,0,,
"@Mindwbw $AAPL keeps milking their customers. 100% fine with that, every business does that. But the customers dont have any milk left.",positive,623165.0,2020-06-23 17:32:06+00:00
we have a joke abt how often it seems JEF is wrong when they make a reco or PT change the day b4 a co reports: raised PT on KOS...#uhoh,1,,
"The total floor area of the plant expansion is 29,000 square metres .",0,,
"RT @Coolfundoo: Market Value Quoted Investment &gt; Market Cap
Ist Update - 12Jul2020

#Stocks #IndianStocks

Market Value of Quoted Investmen…",,887870.0,2020-07-13 04:26:22+00:00
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",1,,
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",-1,,
"RT @TrendSpider: If you missed the weekend video, check it out here:
https://t.co/y28Xz7cR4Q

We touched on:
$SPY $QQQ $XBI $IWM $CHK $TLRY…",,196718.0,2020-04-25 18:57:38+00:00
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,0,,
"Sensex, Nifty End Mixed Despite RBI's Steep Reo Rate Cut
https://t.co/veT0PAZO5d",-1,,
"Glaston 's well-known brands are Bavelloni , in pre-processing machines and tools , Tamglass and Uniglass , in safety glass machines and Albat + Wirsam in software solutions .",0,,
The optimization of the steel components heating process will reduce the energy consumption .,1,,
"Great, actionable financial tips for #veterans!

#finance #personalfinance #investing #invest #retirement #retirementplanning #stockmarket #stocks https://t.co/5Pv8RByohK",,409662.0,2020-06-04 20:08:53+00:00
"RT @AdamMancini4: Happy July 4th weekend! For a month, $SPX built a triangle with 3030 support &amp; 3190 resistance. Explosive move when it br…",,774003.0,2020-07-05 13:42:19+00:00
"RT @tasciccac: #SP500 $SPX Weekly Chikou stopped below Kijun Sen this week #Ichimoku A lot of resistances here, a gap, the top of the cloud…",,111039.0,2020-04-18 18:01:09+00:00
